StartTime(UTC),EndTime(UTC),Type,Severity
2017-10-14 16:00:00,2017-10-14 16:30:00,Rain,Light
2017-10-15 02:15:00,2017-10-15 03:15:00,Rain,Heavy
2017-10-28 06:30:00,2017-10-28 06:45:00,Hail,Other
2017-11-02 01:00:00,2017-11-02 05:45:00,Rain,Light
2017-11-04 14:00:00,2017-11-04 14:45:00,Rain,Light
2017-11-18 13:15:00,2017-11-18 14:15:00,Rain,Moderate
2018-02-09 07:00:00,2018-02-09 07:45:00,Snow,Light
2018-05-02 22:45:00,2018-05-02 23:00:00,Storm,Severe
2018-06-21 18:00:00,2018-06-21 22:00:00,Rain,Light
2018-08-07 21:15:00,2018-08-07 22:00:00,Rain,Heavy
2018-09-01 02:00:00,2018-09-01 03:15:00,Rain,Heavy
2018-10-08 03:30:00,2018-10-08 05:00:00,Rain,Moderate
2018-10-08 05:00:00,2018-10-08 08:00:00,Rain,Light
2018-10-10 20:00:00,2018-10-10 20:15:00,Rain,Light
2018-10-10 21:00:00,2018-10-10 22:00:00,Rain,Light
2018-10-31 04:45:00,2018-10-31 05:30:00,Rain,Moderate
2018-11-17 13:00:00,2018-11-17 14:00:00,Snow,Light
2018-12-02 04:00:00,2018-12-02 06:00:00,Rain,Light
2019-04-14 15:00:00,2019-04-14 15:45:00,Snow,Light
2019-05-01 05:00:00,2019-05-01 06:00:00,Rain,Light
2019-05-18 21:00:00,2019-05-18 21:30:00,Rain,Light
2019-06-20 05:00:00,2019-06-20 06:00:00,Rain,Light
2019-06-20 06:00:00,2019-06-20 10:00:00,Rain,Light
2019-08-26 13:00:00,2019-08-26 13:15:00,Rain,Light
2019-09-12 11:00:00,2019-09-12 11:30:00,Rain,Light
2019-09-15 14:00:00,2019-09-15 14:45:00,Rain,Light
2019-09-28 08:00:00,2019-09-28 09:45:00,Rain,Light
2018-06-21 14:00:00,2018-06-21 14:00:00,Rain,Heavy
2019-07-29 19:15:00,2019-07-29 19:15:00,Rain,Heavy
2016-01-08 18:14:00,2016-01-08 18:43:00,Fog,Severe
2016-01-08 18:53:00,2016-01-08 19:06:00,Fog,Severe
2016-01-09 04:26:00,2016-01-09 04:53:00,Fog,Severe
2016-01-09 05:53:00,2016-01-09 13:06:00,Fog,Severe
2016-01-09 13:53:00,2016-01-09 14:53:00,Fog,Severe
2016-02-03 05:01:00,2016-02-03 10:20:00,Fog,Severe
2016-02-24 16:17:00,2016-02-24 17:53:00,Fog,Severe
2016-02-24 18:28:00,2016-02-24 20:10:00,Fog,Severe
2016-03-01 18:49:00,2016-03-01 19:37:00,Fog,Severe
2016-03-12 15:53:00,2016-03-12 17:53:00,Fog,Moderate
2016-04-02 21:53:00,2016-04-02 22:25:00,Fog,Moderate
2016-04-04 18:17:00,2016-04-04 18:39:00,Fog,Moderate
2016-04-26 23:53:00,2016-04-27 01:25:00,Fog,Moderate
2016-04-29 02:53:00,2016-04-29 03:53:00,Fog,Moderate
2016-05-10 20:11:00,2016-05-10 20:44:00,Fog,Moderate
2016-05-11 05:17:00,2016-05-11 10:45:00,Fog,Severe
2016-05-11 11:00:00,2016-05-11 15:14:00,Fog,Severe
2016-05-11 17:53:00,2016-05-11 21:53:00,Fog,Moderate
2016-05-12 15:28:00,2016-05-12 15:53:00,Fog,Moderate
2016-05-25 23:33:00,2016-05-25 23:38:00,Fog,Severe
2016-06-23 02:54:00,2016-06-23 03:05:00,Fog,Severe
2016-07-08 11:16:00,2016-07-08 12:17:00,Fog,Severe
2016-07-29 22:18:00,2016-07-29 22:53:00,Fog,Moderate
2016-08-12 17:07:00,2016-08-12 17:13:00,Fog,Severe
2016-08-18 13:13:00,2016-08-18 13:31:00,Fog,Severe
2016-11-02 20:53:00,2016-11-02 21:51:00,Fog,Moderate
2016-11-02 22:22:00,2016-11-02 22:43:00,Fog,Moderate
2016-11-02 22:53:00,2016-11-02 23:11:00,Fog,Moderate
2016-11-15 14:39:00,2016-11-15 16:40:00,Fog,Severe
2016-11-15 16:53:00,2016-11-15 17:11:00,Fog,Severe
2016-11-15 19:28:00,2016-11-15 21:53:00,Fog,Moderate
2016-11-15 22:53:00,2016-11-15 23:53:00,Fog,Moderate
2016-11-27 20:53:00,2016-11-27 21:27:00,Fog,Moderate
2016-12-04 18:11:00,2016-12-04 18:53:00,Fog,Severe
2016-12-04 19:53:00,2016-12-04 22:04:00,Fog,Severe
2016-12-11 21:19:00,2016-12-11 21:53:00,Fog,Severe
2016-12-12 00:10:00,2016-12-12 00:53:00,Fog,Severe
2016-12-12 16:26:00,2016-12-12 16:53:00,Fog,Moderate
2016-12-12 17:53:00,2016-12-12 18:53:00,Fog,Moderate
2016-12-23 23:53:00,2016-12-24 01:32:00,Fog,Moderate
2016-12-24 21:53:00,2016-12-24 23:53:00,Fog,Moderate
2017-01-02 17:53:00,2017-01-02 18:21:00,Fog,Moderate
2017-01-02 18:21:00,2017-01-02 18:53:00,Fog,Severe
2017-01-03 11:53:00,2017-01-03 13:14:00,Fog,Severe
2017-01-09 23:53:00,2017-01-10 00:53:00,Fog,Moderate
2017-01-11 19:43:00,2017-01-11 23:28:00,Fog,Severe
2017-01-16 23:56:00,2017-01-17 01:02:00,Fog,Severe
2017-01-17 02:20:00,2017-01-17 02:53:00,Fog,Severe
2017-01-17 06:49:00,2017-01-17 07:53:00,Fog,Severe
2017-01-17 10:26:00,2017-01-17 11:17:00,Fog,Severe
2017-01-19 18:53:00,2017-01-19 22:53:00,Fog,Moderate
2017-01-22 05:41:00,2017-01-22 08:53:00,Fog,Severe
2017-01-22 12:53:00,2017-01-22 14:37:00,Fog,Severe
2017-01-24 22:53:00,2017-01-24 23:53:00,Fog,Moderate
2017-01-25 03:53:00,2017-01-25 04:53:00,Fog,Moderate
2017-02-06 22:36:00,2017-02-06 23:40:00,Fog,Moderate
2017-02-07 00:30:00,2017-02-07 00:58:00,Fog,Severe
2017-02-07 02:37:00,2017-02-07 05:20:00,Fog,Severe
2017-02-07 06:04:00,2017-02-07 07:32:00,Fog,Severe
2017-02-07 08:24:00,2017-02-07 09:42:00,Fog,Severe
2017-02-08 03:11:00,2017-02-08 04:53:00,Fog,Moderate
2017-02-19 13:53:00,2017-02-19 14:14:00,Fog,Moderate
2017-02-22 12:34:00,2017-02-22 14:53:00,Fog,Severe
2017-02-24 23:53:00,2017-02-25 01:20:00,Fog,Moderate
2017-03-14 13:07:00,2017-03-14 14:32:00,Fog,Severe
2017-03-14 19:05:00,2017-03-14 19:41:00,Fog,Severe
2017-03-14 20:32:00,2017-03-14 20:41:00,Fog,Severe
2017-03-14 20:50:00,2017-03-14 21:15:00,Fog,Severe
2017-03-17 22:36:00,2017-03-18 02:53:00,Fog,Moderate
2017-03-30 19:32:00,2017-03-30 19:37:00,Fog,Severe
2017-04-29 01:53:00,2017-04-29 04:53:00,Fog,Moderate
2017-05-18 00:53:00,2017-05-18 01:53:00,Fog,Moderate
2017-06-14 23:46:00,2017-06-14 23:55:00,Fog,Severe
2017-07-20 14:11:00,2017-07-20 14:19:00,Fog,Severe
2017-07-22 02:38:00,2017-07-22 02:50:00,Fog,Severe
2017-08-29 14:53:00,2017-08-29 15:53:00,Fog,Moderate
2017-09-14 11:48:00,2017-09-14 15:17:00,Fog,Severe
2017-10-14 17:17:00,2017-10-14 17:24:00,Fog,Severe
2017-11-05 00:15:00,2017-11-05 01:12:00,Fog,Severe
2017-11-05 12:35:00,2017-11-05 14:07:00,Fog,Severe
2017-11-13 17:53:00,2017-11-13 18:53:00,Fog,Moderate
2017-12-22 22:53:00,2017-12-23 03:53:00,Fog,Moderate
2017-12-24 17:53:00,2017-12-24 18:09:00,Fog,Severe
2017-12-24 18:24:00,2017-12-24 18:53:00,Fog,Severe
2017-12-24 19:18:00,2017-12-24 20:40:00,Fog,Severe
2018-01-09 13:32:00,2018-01-09 15:16:00,Fog,Severe
2018-01-09 20:53:00,2018-01-09 22:53:00,Fog,Moderate
2018-01-10 20:18:00,2018-01-10 20:53:00,Fog,Severe
2018-01-22 01:33:00,2018-01-22 08:35:00,Fog,Severe
2018-02-05 22:05:00,2018-02-05 22:53:00,Fog,Severe
2018-02-05 23:15:00,2018-02-05 23:41:00,Fog,Severe
2018-02-06 01:28:00,2018-02-06 01:48:00,Fog,Severe
2018-02-09 08:53:00,2018-02-09 09:17:00,Fog,Severe
2018-02-09 10:37:00,2018-02-09 11:53:00,Fog,Severe
2018-02-09 13:26:00,2018-02-09 13:53:00,Fog,Severe
2018-02-09 14:35:00,2018-02-09 14:44:00,Fog,Severe
2018-02-09 16:20:00,2018-02-09 19:33:00,Fog,Severe
2018-02-11 06:53:00,2018-02-11 07:05:00,Fog,Severe
2018-02-11 07:27:00,2018-02-11 08:33:00,Fog,Severe
2018-02-14 20:53:00,2018-02-14 21:53:00,Fog,Moderate
2018-02-15 01:01:00,2018-02-15 02:07:00,Fog,Severe
2018-02-15 03:09:00,2018-02-15 04:27:00,Fog,Severe
2018-02-15 05:10:00,2018-02-15 08:31:00,Fog,Severe
2018-02-15 13:42:00,2018-02-15 19:08:00,Fog,Severe
2018-02-17 21:19:00,2018-02-17 22:36:00,Fog,Severe
2018-02-28 22:53:00,2018-02-28 23:53:00,Fog,Moderate
2018-03-13 19:49:00,2018-03-13 20:11:00,Fog,Severe
2018-03-13 20:39:00,2018-03-13 21:38:00,Fog,Severe
2018-03-13 21:53:00,2018-03-13 22:11:00,Fog,Severe
2018-03-13 22:17:00,2018-03-13 22:34:00,Fog,Severe
2018-04-13 00:53:00,2018-04-13 02:53:00,Fog,Moderate
2018-05-02 22:53:00,2018-05-02 23:00:00,Fog,Severe
2018-05-15 00:27:00,2018-05-15 00:37:00,Fog,Severe
2018-05-22 12:28:00,2018-05-22 13:15:00,Fog,Severe
2018-06-10 06:31:00,2018-06-10 08:10:00,Fog,Severe
2018-06-21 14:05:00,2018-06-21 14:48:00,Fog,Severe
2018-06-22 14:44:00,2018-06-22 14:53:00,Fog,Severe
2018-06-28 12:53:00,2018-06-28 14:53:00,Fog,Moderate
2018-08-07 21:12:00,2018-08-07 21:18:00,Fog,Severe
2018-09-20 03:53:00,2018-09-20 04:19:00,Fog,Moderate
2018-09-20 15:53:00,2018-09-20 16:53:00,Fog,Moderate
2018-09-24 21:53:00,2018-09-24 22:53:00,Fog,Moderate
2018-10-10 19:48:00,2018-10-10 19:53:00,Fog,Severe
2018-10-31 13:53:00,2018-10-31 14:53:00,Fog,Moderate
2018-11-15 14:51:00,2018-11-15 15:47:00,Fog,Severe
2018-11-15 22:53:00,2018-11-16 00:06:00,Fog,Moderate
2018-11-16 00:41:00,2018-11-16 03:02:00,Fog,Moderate
2018-11-26 13:27:00,2018-11-26 14:26:00,Fog,Severe
2018-12-02 08:40:00,2018-12-02 10:53:00,Fog,Moderate
2018-12-11 02:53:00,2018-12-11 04:53:00,Fog,Moderate
2018-12-13 21:21:00,2018-12-13 22:15:00,Fog,Moderate
2018-12-14 14:11:00,2018-12-14 14:30:00,Fog,Severe
2018-12-14 15:10:00,2018-12-14 15:26:00,Fog,Severe
2018-12-16 09:24:00,2018-12-16 14:07:00,Fog,Severe
2019-01-12 19:49:00,2019-01-12 21:53:00,Fog,Severe
2019-01-15 01:53:00,2019-01-15 02:53:00,Fog,Moderate
2019-01-24 15:53:00,2019-01-24 16:34:00,Fog,Moderate
2019-01-24 16:53:00,2019-01-24 17:30:00,Fog,Moderate
2019-01-28 11:20:00,2019-01-28 12:10:00,Fog,Severe
2019-01-28 13:29:00,2019-01-28 14:17:00,Fog,Severe
2019-02-06 09:20:00,2019-02-06 12:23:00,Fog,Severe
2019-02-07 15:53:00,2019-02-07 18:34:00,Fog,Severe
2019-02-24 03:08:00,2019-02-24 03:29:00,Fog,Severe
2019-03-20 23:53:00,2019-03-21 00:41:00,Fog,Moderate
2019-04-05 19:33:00,2019-04-05 22:53:00,Fog,Moderate
2019-04-06 10:53:00,2019-04-06 14:53:00,Fog,Severe
2019-04-30 07:53:00,2019-04-30 08:23:00,Fog,Severe
2019-04-30 11:20:00,2019-04-30 11:53:00,Fog,Severe
2019-05-02 08:11:00,2019-05-02 13:14:00,Fog,Severe
2019-05-03 03:53:00,2019-05-03 04:45:00,Fog,Severe
2019-05-09 12:27:00,2019-05-09 13:17:00,Fog,Severe
2019-05-28 02:27:00,2019-05-28 02:41:00,Fog,Severe
2019-06-16 03:12:00,2019-06-16 06:37:00,Fog,Severe
2019-06-16 09:53:00,2019-06-16 12:53:00,Fog,Severe
2019-06-16 14:20:00,2019-06-16 14:53:00,Fog,Severe
2019-06-16 16:53:00,2019-06-16 17:20:00,Fog,Severe
2019-06-18 10:44:00,2019-06-18 14:58:00,Fog,Severe
2019-06-20 10:42:00,2019-06-20 12:19:00,Fog,Severe
2019-08-13 02:40:00,2019-08-13 03:06:00,Fog,Severe
2019-08-13 10:05:00,2019-08-13 12:48:00,Fog,Severe
2019-09-28 14:44:00,2019-09-28 16:34:00,Fog,Severe
2019-09-30 09:20:00,2019-09-30 12:50:00,Fog,Severe
2019-10-02 17:08:00,2019-10-02 17:12:00,Fog,Severe
2019-10-03 04:53:00,2019-10-03 05:30:00,Fog,Severe
2019-10-21 02:03:00,2019-10-21 07:19:00,Fog,Severe
2019-10-29 14:53:00,2019-10-29 15:13:00,Fog,Severe
2019-11-18 07:41:00,2019-11-18 08:53:00,Fog,Severe
2019-11-26 21:53:00,2019-11-26 22:53:00,Fog,Moderate
2019-11-27 02:25:00,2019-11-27 02:46:00,Fog,Severe
2019-11-27 03:53:00,2019-11-27 04:32:00,Fog,Severe
2019-11-30 13:13:00,2019-11-30 14:42:00,Fog,Severe
2019-11-30 16:12:00,2019-11-30 16:24:00,Fog,Severe
2019-12-01 10:07:00,2019-12-01 10:53:00,Fog,Severe
2019-12-14 18:42:00,2019-12-14 18:53:00,Fog,Moderate
2019-12-24 09:53:00,2019-12-24 14:27:00,Fog,Severe
2019-12-24 15:14:00,2019-12-24 16:05:00,Fog,Severe
2019-12-28 20:53:00,2019-12-28 22:53:00,Fog,Moderate
